baseline,domain,task_id,split_names,reward_basis,assistant_reference_actions,user_reference_actions,assistant_reference_tools,exposed_tools,extra_tools,covered_assistant_reference_actions,coverage_rate,risk_score,write_tool_slots,discoverable_tool_slots,required_documents,task_declared_user_tools
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],full,ENV_ASSERTION,1,7,1,1,0,1,1.0,3,1,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],base|full|train,ENV_ASSERTION,1,7,1,1,0,1,1.0,3,1,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],full,ENV_ASSERTION,1,8,1,1,0,1,1.0,3,1,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],full,ENV_ASSERTION,1,8,1,1,0,1,1.0,3,1,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],full,ENV_ASSERTION,1,8,1,1,0,1,1.0,3,1,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],full,ENV_ASSERTION,1,9,1,1,0,1,1.0,3,1,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],full,ENV_ASSERTION,1,8,1,1,0,1,1.0,3,1,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],full,ENV_ASSERTION,1,8,1,1,0,1,1.0,3,1,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],full,ENV_ASSERTION,1,9,1,1,0,1,1.0,3,1,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],full,ENV_ASSERTION,2,7,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],full,ENV_ASSERTION,2,6,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],full,ENV_ASSERTION,2,6,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],full,ENV_ASSERTION,2,7,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],full,ENV_ASSERTION,2,7,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],full,ENV_ASSERTION,2,7,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],full,ENV_ASSERTION,2,8,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],full,ENV_ASSERTION,2,7,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],full,ENV_ASSERTION,2,7,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],full,ENV_ASSERTION,2,8,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Hard],full,ENV_ASSERTION,2,8,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],base|full|train,ENV_ASSERTION,2,7,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],full,ENV_ASSERTION,2,7,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Hard],full,ENV_ASSERTION,2,8,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],full,ENV_ASSERTION,2,8,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],full,ENV_ASSERTION,2,8,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Hard],full,ENV_ASSERTION,2,9,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],full,ENV_ASSERTION,2,8,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],full,ENV_ASSERTION,2,8,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Hard],full,ENV_ASSERTION,2,9,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:None],full,ENV_ASSERTION,1,8,1,1,0,1,1.0,3,1,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:Easy],base|full|train,ENV_ASSERTION,1,8,1,1,0,1,1.0,3,1,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:Hard],full,ENV_ASSERTION,1,9,1,1,0,1,1.0,3,1,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],full,ENV_ASSERTION,0,9,0,0,0,0,1.0,0,0,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],full,ENV_ASSERTION,0,9,0,0,0,0,1.0,0,0,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],full,ENV_ASSERTION,0,10,0,0,0,0,1.0,0,0,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],full,ENV_ASSERTION,1,8,1,1,0,1,1.0,3,1,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],full,ENV_ASSERTION,1,8,1,1,0,1,1.0,3,1,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],full,ENV_ASSERTION,1,9,1,1,0,1,1.0,3,1,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],full,ENV_ASSERTION,1,9,1,1,0,1,1.0,3,1,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],full,ENV_ASSERTION,1,9,1,1,0,1,1.0,3,1,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Hard],full,ENV_ASSERTION,1,10,1,1,0,1,1.0,3,1,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],full,ENV_ASSERTION,1,8,1,1,0,1,1.0,3,1,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],full,ENV_ASSERTION,1,8,1,1,0,1,1.0,3,1,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],full,ENV_ASSERTION,1,9,1,1,0,1,1.0,3,1,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],full,ENV_ASSERTION,2,7,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],full,ENV_ASSERTION,2,7,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],full,ENV_ASSERTION,2,8,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],full,ENV_ASSERTION,2,8,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],base|full|train,ENV_ASSERTION,2,8,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Hard],full,ENV_ASSERTION,2,9,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:None],full,ENV_ASSERTION,1,8,1,1,0,1,1.0,3,1,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],full,ENV_ASSERTION,1,8,1,1,0,1,1.0,3,1,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Hard],full,ENV_ASSERTION,1,9,1,1,0,1,1.0,3,1,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],full,ENV_ASSERTION,2,7,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:Easy],full,ENV_ASSERTION,2,7,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:Hard],full,ENV_ASSERTION,2,8,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None],full,ENV_ASSERTION,2,8,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],full,ENV_ASSERTION,2,8,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],full,ENV_ASSERTION,2,9,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],full,ENV_ASSERTION,1,8,1,1,0,1,1.0,3,1,0,0,0
intentcap_reference_events,telecom,[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],full,ENV_ASSERTION,1,8,1,1,0,1,1.0,3,1,0,0,0
intentcap_reference_events,telecom,[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],full,ENV_ASSERTION,1,9,1,1,0,1,1.0,3,1,0,0,0
intentcap_reference_events,telecom,[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],full,ENV_ASSERTION,2,7,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],full,ENV_ASSERTION,2,7,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],full,ENV_ASSERTION,2,8,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],full,ENV_ASSERTION,2,8,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],full,ENV_ASSERTION,2,8,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Hard],full,ENV_ASSERTION,2,9,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],base|full|train,ENV_ASSERTION,1,9,1,1,0,1,1.0,3,1,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],full,ENV_ASSERTION,1,9,1,1,0,1,1.0,3,1,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],full,ENV_ASSERTION,1,10,1,1,0,1,1.0,3,1,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],base|full|test,ENV_ASSERTION,2,8,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],base|full|test,ENV_ASSERTION,2,8,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],base|full|train,ENV_ASSERTION,2,9,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],full,ENV_ASSERTION,2,9,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],base|full|train,ENV_ASSERTION,2,9,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Hard],base|full|train,ENV_ASSERTION,2,10,2,2,0,2,1.0,6,2,0,0,0
intentcap_reference_events,banking_knowledge,task_001,,DB,0,1,0,0,0,0,1.0,0,0,0,4,1
intentcap_reference_events,banking_knowledge,task_002,,DB,0,1,0,0,0,0,1.0,0,0,0,6,1
intentcap_reference_events,banking_knowledge,task_003,,DB,0,1,0,0,0,0,1.0,0,0,0,5,1
intentcap_reference_events,banking_knowledge,task_004,,ACTION,1,0,1,1,0,1,1.0,2,0,0,1,1
intentcap_reference_events,banking_knowledge,task_005,,DB,3,0,3,3,0,3,1.0,8,2,0,1,1
intentcap_reference_events,banking_knowledge,task_006,,DB,0,1,0,0,0,0,1.0,0,0,0,6,1
intentcap_reference_events,banking_knowledge,task_007,,DB,0,1,0,0,0,0,1.0,0,0,0,4,1
intentcap_reference_events,banking_knowledge,task_008,,ACTION,1,0,1,1,0,1,1.0,2,0,0,6,1
intentcap_reference_events,banking_knowledge,task_010,,DB,1,1,1,1,0,1,1.0,3,1,0,2,2
intentcap_reference_events,banking_knowledge,task_012,,ACTION,1,0,1,1,0,1,1.0,2,0,0,1,1
intentcap_reference_events,banking_knowledge,task_014,,ACTION,1,0,1,1,0,1,1.0,2,0,0,5,1
intentcap_reference_events,banking_knowledge,task_015,,DB,1,1,1,1,0,1,1.0,2,0,0,5,1
intentcap_reference_events,banking_knowledge,task_016,,DB,1,1,1,1,0,1,1.0,3,1,0,3,2
intentcap_reference_events,banking_knowledge,task_017,,DB,2,2,2,2,0,2,1.0,5,1,0,4,1
intentcap_reference_events,banking_knowledge,task_018,,DB,2,6,2,2,0,2,1.0,5,1,0,10,2
intentcap_reference_events,banking_knowledge,task_019,,DB,2,4,2,2,0,2,1.0,5,1,0,6,2
intentcap_reference_events,banking_knowledge,task_020,,DB,2,4,2,2,0,2,1.0,5,1,0,8,2
intentcap_reference_events,banking_knowledge,task_021,,DB,2,2,2,2,0,2,1.0,5,1,0,8,2
intentcap_reference_events,banking_knowledge,task_022,,DB,2,10,2,2,0,2,1.0,5,1,0,13,2
intentcap_reference_events,banking_knowledge,task_023,,DB,1,1,1,1,0,1,1.0,3,1,0,5,2
intentcap_reference_events,banking_knowledge,task_024,,DB,0,1,0,0,0,0,1.0,0,0,0,6,1
intentcap_reference_events,banking_knowledge,task_025,,DB,0,1,0,0,0,0,1.0,0,0,0,10,1
intentcap_reference_events,banking_knowledge,task_026,,DB,7,4,4,7,0,7,1.0,19,5,0,8,2
intentcap_reference_events,banking_knowledge,task_027,,DB,2,4,2,2,0,2,1.0,5,1,0,6,2
intentcap_reference_events,banking_knowledge,task_028,,DB,9,6,4,9,0,9,1.0,25,7,0,11,2
intentcap_reference_events,banking_knowledge,task_029,,DB,2,6,2,2,0,2,1.0,5,1,0,10,2
intentcap_reference_events,banking_knowledge,task_031,,DB,4,1,4,4,0,4,1.0,10,2,0,3,2
intentcap_reference_events,banking_knowledge,task_032,,ACTION,5,0,3,5,0,5,1.0,13,3,0,1,2
intentcap_reference_events,banking_knowledge,task_033,,ACTION,5,0,3,5,0,5,1.0,12,2,0,1,2
intentcap_reference_events,banking_knowledge,task_034,,ACTION,1,8,1,1,0,1,1.0,2,0,0,2,1
intentcap_reference_events,banking_knowledge,task_035,,ACTION,3,0,3,3,0,3,1.0,7,1,0,1,1
intentcap_reference_events,banking_knowledge,task_036,,DB,3,0,3,3,0,3,1.0,8,2,0,1,2
intentcap_reference_events,banking_knowledge,task_037,,DB,7,1,4,7,0,7,1.0,18,4,0,4,2
intentcap_reference_events,banking_knowledge,task_038,,DB,8,1,4,8,0,8,1.0,21,5,0,4,2
intentcap_reference_events,banking_knowledge,task_039,,DB,15,1,4,15,0,15,1.0,41,11,0,5,2
intentcap_reference_events,banking_knowledge,task_040,,DB,13,2,4,13,0,13,1.0,36,10,0,4,2
intentcap_reference_events,banking_knowledge,task_041,,DB,21,4,4,21,0,21,1.0,60,18,0,4,2
intentcap_reference_events,banking_knowledge,task_043,,DB,15,0,3,15,0,15,1.0,38,8,0,7,2
intentcap_reference_events,banking_knowledge,task_044,,DB,9,1,3,9,0,9,1.0,23,5,0,6,2
intentcap_reference_events,banking_knowledge,task_045,,DB,15,0,3,15,0,15,1.0,38,8,0,11,2
intentcap_reference_events,banking_knowledge,task_046,,DB,3,0,3,3,0,3,1.0,8,2,0,2,2
intentcap_reference_events,banking_knowledge,task_047,,DB,14,1,3,14,0,14,1.0,37,9,0,12,2
